timestep,state,rainfall,temperature,soil_moisture,irrigation,crop_biomass,pest_population,run_id
25,NORMAL,19.847724744121663,27.21254670540126,100.0,0.0,152.65737501434623,153.44615945949909,0
26,NORMAL,7.07633686662448,23.98290077229831,100.0,0.0,123.39458133539634,157.4734810252944,0
27,NORMAL,1.4169885971510379,25.713206806996833,97.27749254492161,0.0,99.25754199336528,158.6525955399545,0
28,NORMAL,2.050459499754756,23.411521872808592,95.56351838410365,0.0,79.8652321251397,157.48423889519532,0
29,NORMAL,8.475185683393136,24.281933117580927,100.0,0.0,64.54743995343895,154.46839311196382,0
30,NORMAL,9.544945341784146,29.077562725721307,100.0,0.0,52.567384391132386,150.0538017924987,0
31,NORMAL,10.855707226307988,21.433710837031448,100.0,0.0,43.2415929286673,144.62017906612925,0
32,NORMAL,3.6691059883670656,20.869941557331074,100.0,0.0,35.98904011633089,138.4778917363165,0
33,NORMAL,6.979622716550253,21.953262756377377,100.0,0.0,30.340147365666073,131.87531692575584,0
34,NORMAL,14.998629451163044,33.74158739802199,100.0,0.0,24.464363194246136,124.93559040409757,0
35,PRE_DROUGHT,0.782027836143623,29.070845849375342,96.12500290239379,0.0,21.204492418290698,117.83826552878364,0
36,PRE_DROUGHT,1.5461592741687784,27.436836454334458,93.27661407034442,0.0,18.64195793007276,110.7748182885444,0
37,DROUGHT_EXTREME,1.6534928759979166,26.821731235870942,90.6346298719205,0.0,16.620857928487798,103.83177553681294,0
38,PRE_DROUGHT,1.432564496548468,29.122747067805705,87.40368247728804,0.0,15.023713320884838,97.07427317338578,0
39,PRE_DROUGHT,2.626224390223449,26.00281760584339,85.8663307795586,0.0,13.761897247987012,90.55034796602371,0
40,PRE_DROUGHT,0.8077598448317165,36.513878929740656,80.82784999363216,0.0,11.826475224384065,84.26008816509167,0
41,DROUGHT_EXTREME,0.9588554899658893,36.65786506437122,75.91797880663495,0.0,10.27970080185084,78.20883851516187,0
42,PRE_DROUGHT,2.0110501922152646,25.38084921828244,73.86600586363653,0.0,9.771434770514324,72.45376248260762,0
43,NORMAL,5.727933791799259,21.166187277041143,76.20569509896266,0.0,9.392765602220619,67.02921715817006,0
44,PRE_DROUGHT,7.6769446799444045,27.52544669556047,79.47649998706612,0.0,9.12427335803619,61.93446910998561,0
45,PRE_DROUGHT,6.444478330770901,26.35629107666505,81.70204788953473,0.0,8.95133221555911,57.1647025567325,0
46,PRE_DROUGHT,3.3875131847031157,28.732937748887625,80.49023344984526,0.0,8.863030560866283,52.71194140750273,0
47,DROUGHT_EXTREME,0.05806681801857034,40.61832860391648,74.04648767933521,0.0,8.090287433283079,48.54888433657678,0
48,PRE_DROUGHT,1.5995838910250944,23.57181727182605,71.8730551846517,0.0,8.145092249712393,44.6674301424713,0
49,PRE_DROUGHT,4.017250409504398,27.979512533119713,71.41176042317147,0.0,8.26178936585041,41.07130744624052,0
50,NORMAL,10.707813420279154,25.271754720705236,78.07442276882253,0.0,8.43833037516416,37.745827472051865,0
51,NORMAL,0.8687742952353639,22.470309189121387,75.34643069865791,0.0,8.673900207178177,34.67591529861076,0
52,NORMAL,3.85299828901696,27.74770762706804,74.75787032056851,0.0,8.968755030013286,31.846390911242263,0
53,NORMAL,8.532626704454126,26.465542562347792,79.05411131130317,0.0,9.324106924557832,29.242193792030235,0
54,NORMAL,6.392115370247503,26.61434631101178,81.18594603170295,0.0,9.742044882653362,26.84855945898995,0
55,DROUGHT_EXTREME,0.08205144089496573,30.880705915597503,76.32467779631803,0.0,9.83278060080755,24.646599541070113,0
56,DROUGHT_EXTREME,0.4302748409718197,32.452448908139374,71.56000802950696,0.0,9.862625790459578,22.61790799769271,0
57,DROUGHT_EXTREME,2.2654195230624032,24.682789990814985,69.87423365706982,0.0,10.436462573461498,20.754865581307023,0
58,DROUGHT_EXTREME,0.0003181508626417264,28.354580811281956,65.33545150595596,0.0,11.083065902627578,19.05033286872004,0
59,DROUGHT_EXTREME,0.05412171482269278,26.687927940702185,61.11713847775294,0.0,11.808089200223941,17.492246553313105,0
60,DROUGHT_EXTREME,0.37880441145154586,27.61569610916206,57.07482280291469,0.0,12.617981085649031,16.069261216224607,0
61,DROUGHT_EXTREME,1.3548433315363606,42.64623556014149,51.60196356967903,0.0,12.35790408357347,14.762492308014506,0
62,PRE_DROUGHT,0.6754836250662684,39.62026867696163,45.93428721859084,0.0,12.123786407753691,13.55575900523799,0
63,NORMAL,6.175145505953016,30.186092933216777,47.27673009728352,0.0,12.565685606923031,12.446389574597822,0
64,NORMAL,6.848223660695206,26.304298223399854,49.91362178990206,0.0,13.555638273720055,11.43361728268693,0
65,NORMAL,7.499013680253465,24.285478768076004,53.524325225939485,0.0,14.654249442232333,10.512212938615026,0
66,NORMAL,9.923616767838134,26.414615567635416,59.21850681203236,0.0,15.869585665088167,9.674555413144477,0
67,NORMAL,9.377427740338227,25.1594660427336,64.56722582311998,0.0,17.21297025879473,8.913616869385352,0
68,PRE_DROUGHT,1.0959235538866612,27.61085360634604,61.241610681575715,0.0,18.696912432777594,8.222943199448242,0
69,PRE_DROUGHT,7.649564893274205,24.94777116122093,64.89580061871222,0.0,20.3352141271664,7.5966211746211085,0
70,PRE_DROUGHT,2.9441889059987427,32.76457181235546,62.59232783806537,0.0,21.02845654917804,7.025460571820993,0
71,NORMAL,11.832753117159898,27.78231544467454,69.97523673037203,0.0,22.922874991801578,6.504903962322413,0
72,PRE_DROUGHT,0.662666079455682,29.05486881742608,65.9837956300331,0.0,25.012221822400992,6.034301054380555,0
73,PRE_DROUGHT,1.7573703408858032,26.992090487172458,63.41703043573358,0.0,27.31583632387189,5.609518709941567,0
74,PRE_DROUGHT,7.174152647500343,27.052598941961264,66.25685553760145,0.0,29.854970828709597,5.226822493325078,0
75,PRE_DROUGHT,3.0329401758417176,20.97311287008567,65.92908844084607,0.0,32.652961521021,4.882853911082979,0
76,PRE_DROUGHT,8.407450372607256,31.455312054792753,69.29547201193324,0.0,34.235398659221296,4.571288777321516,0
77,PRE_DROUGHT,2.203348906505951,26.662175310576494,67.22557054713992,0.0,37.48894991794738,4.289625846804989,0
78,DROUGHT_EXTREME,1.9431565368111179,37.887059444888465,63.09543480417634,0.0,37.70378487301655,4.032204825959477,0
79,DROUGHT_EXTREME,1.203871779962133,36.1399408839853,58.506015142249524,0.0,38.381485987550136,3.7917894678332473,0
80,DROUGHT_EXTREME,0.4283845392540042,36.947919672974265,53.011387605338065,0.0,38.88026877799293,3.5676905612697554,0
81,PRE_DROUGHT,4.464290783638412,28.281590084919987,52.94182720879751,0.0,42.65532816618772,3.3637840309753058,0
82,PRE_DROUGHT,4.360297790894525,30.92309876455458,52.343876917957566,0.0,45.00878493575907,3.18118695391008,0
83,DROUGHT_EXTREME,0.018880939237273534,29.408600788168627,47.646792567982764,0.0,49.18098263741965,3.0181541213020244,0
84,DROUGHT_EXTREME,0.8399539262800915,26.931413167798006,44.16712428050792,0.0,53.38331230990588,2.8753805872171587,0
85,PRE_DROUGHT,0.5684629674928527,29.248037886204976,40.04341032908053,0.0,57.484655488211565,2.7506673899108947,0
86,PRE_DROUGHT,3.91094033696556,29.21746691612104,39.26611951130743,0.0,61.81781823895119,2.6423941484702866,0
87,PRE_DROUGHT,3.346504360541474,19.74704689278103,59.44333061415935,20.0,65.59957707018931,2.5486478744752072,0
88,DROUGHT_EXTREME,0.014336132215356208,39.379745240267546,53.136241150868756,0.0,65.92331512866572,2.4632828269427542,0
89,DROUGHT_EXTREME,0.17523290949060882,36.068818449831056,47.521440899706505,0.0,67.24818494976874,2.382712502535676,0
90,PRE_DROUGHT,2.8734282563364566,29.081372957126902,45.72620412652494,0.0,73.29607221993776,2.313143867665561,0
91,PRE_DROUGHT,2.02892456444219,29.53357545741398,43.01243905714378,0.0,79.46409697799065,2.259297624625106,0
92,DROUGHT_EXTREME,0.19175994579496708,39.407277738294866,36.873982854892894,0.0,79.69035277677422,2.213825251016479,0
93,DROUGHT_EXTREME,2.3377105858184017,36.2219259524266,53.39309298386382,20.0,81.34899806569396,2.1712946950534464,0
94,PRE_DROUGHT,6.5426046394307065,31.367280267560247,54.896519205910394,0.0,85.75664951296257,2.1359845289692445,0
95,NORMAL,34.1972096960193,18.98943312380046,86.04239184083484,0.0,90.61951854004725,2.1109614726718755,0
96,NORMAL,5.714290350251277,28.92865205458158,87.10712585818347,0.0,99.63471644892562,2.100595267131522,0
97,NORMAL,2.583747127201161,22.617591129923728,86.05403042636493,0.0,109.5365627568716,2.1100471176816256,0
98,NORMAL,12.195566722424475,20.7617023483229,94.90953144896001,0.0,120.40509338184438,2.1415583969007095,0
99,DROUGHT_EXTREME,1.4646711928142486,34.29692885858306,90.85365782502555,0.0,124.47277176773025,2.1899209683778658,0
100,PRE_DROUGHT,2.644890599528956,28.916845496460272,88.84305826584307,0.0,136.77525996130146,2.2575042621777874,0
101,NORMAL,4.562101084526954,25.59032828997087,89.28270583353984,0.0,150.24934371169488,2.357190412617783,0
102,NORMAL,6.041375673169872,24.202483624253862,91.4225928685832,0.0,164.98839443773585,2.496028574895046,0
103,NORMAL,14.916568942912875,21.110583015775717,100.0,0.0,181.0865761853797,2.683826784915406,0
104,NORMAL,0.523249200599089,27.248301699183223,96.1240465154372,0.0,198.63551959526703,2.934321780116884,0
105,PRE_DROUGHT,2.7872200034034718,33.31074452907077,93.52861381780826,0.0,206.22958997445275,3.2487282325251545,0
106,NORMAL,4.287942416415611,24.705746587389623,93.82287633233169,0.0,225.869135077911,3.6450994430785335,0
107,NORMAL,8.94226605170607,23.216798943403795,99.00850288672015,0.0,247.10158308366192,4.1731477086180195,0
108,NORMAL,3.814601516155923,27.410755058135805,98.38319766582727,0.0,269.9388747328817,4.882350040313956,0
109,DROUGHT_EXTREME,1.5156993338545968,36.64148495784242,93.95713171668258,0.0,272.96352804324187,5.785131040444963,0
110,NORMAL,5.34027412868026,23.037150169937334,95.56115540388129,0.0,297.02621409324735,6.943668149877323,0
111,NORMAL,7.170483210907642,26.08576556178653,98.49593087541076,0.0,322.2514198290533,8.534816131136415,0
112,PRE_DROUGHT,1.6684032627480665,32.26888966628793,94.91812222746262,0.0,332.31282311445267,10.66726178075767,0
113,PRE_DROUGHT,5.664299175017689,27.47544987918662,96.11330586728491,0.0,357.29994893869974,13.546204758336746,0
114,PRE_DROUGHT,9.594934752217087,28.277524540531115,100.0,0.0,381.44859469174105,17.58875997520865,0
115,PRE_DROUGHT,5.515964051109862,29.332281490473022,100.0,0.0,403.2261986778126,23.289189449171598,0
116,PRE_DROUGHT,3.0792661113450155,21.641730026764122,99.54677720681073,0.0,420.412864014709,31.292336088467195,0
117,PRE_DROUGHT,0.6561971991246499,26.827233653404953,95.82038890832003,0.0,430.0574102691793,42.3319115707582,0
118,PRE_DROUGHT,5.630812124838837,29.390833809803826,96.64754965659908,0.0,428.7619116495275,57.01904049072701,0
119,PRE_DROUGHT,1.7713688193504855,30.476684467901574,93.43811102913975,0.0,399.4841365025599,74.97743530118827,0
120,PRE_DROUGHT,5.468607954318336,28.025356249449075,94.33309650161432,0.0,371.1182191864542,95.11315402307015,0
121,PRE_DROUGHT,2.8491783672421667,28.36608071269283,92.55948459995048,0.0,330.8968781140687,116.03121026072515,0
122,DROUGHT_EXTREME,0.2536594822934872,28.102588016372902,88.24233753049195,0.0,283.369924663631,135.53557731242518,0
123,PRE_DROUGHT,0.9348679983684238,30.44994364220026,84.2361857602211,0.0,226.13929294254993,151.30982590816018,0
124,NORMAL,17.48527530196105,24.141253799332926,97.81518616576946,0.0,182.11055780680027,162.47102063549224,0
125,NORMAL,6.4954370587459405,19.50578174735463,100.0,0.0,139.02230732465537,169.09385587457098,0
126,NORMAL,0.956443546843547,29.091586689441726,96.26943464049046,0.0,109.07275622165196,171.73292352027542,0
127,NORMAL,4.498437153842263,16.10641348647505,98.17679146920219,0.0,80.56038762278675,171.06678943828047,0
128,DROUGHT_EXTREME,0.09669706065220278,24.195208235027785,94.38666180941772,0.0,63.37219417901958,167.88336046759352,0
129,PRE_DROUGHT,2.554893924246382,31.16322448676032,91.9396407604751,0.0,48.25557586670145,162.94957751013038,0
130,PRE_DROUGHT,4.095327542928969,31.59126163364219,90.96817080584142,0.0,37.05925469245493,156.68351272137772,0
131,DROUGHT_EXTREME,0.31288063524866067,38.67892168160117,85.08095667595528,0.0,27.5554541915741,149.4658364266369,0
132,PRE_DROUGHT,6.869470489240313,33.820182305082845,86.53174255250826,0.0,21.458235286520413,141.66104528829212,0
133,PRE_DROUGHT,2.936806981712246,26.552918090223315,85.21552440967339,0.0,18.00400155908804,133.64773656806366,0
134,NORMAL,5.760266969263475,20.302722783458456,87.72443149156233,0.0,15.3505070307684,125.64274573448844,0
135,NORMAL,5.316936911602137,17.817219085298586,90.18842532274199,0.0,12.677674555395999,117.72264887141601,0
136,NORMAL,1.4994754672277868,25.74299770332683,87.56641026666178,0.0,11.156957274772976,109.97745044224317,0
137,NORMAL,6.802455094569221,25.61016472185983,90.26895315362462,0.0,9.969523537895203,102.495263722489,0
138,NORMAL,13.779415247814201,26.155113812968303,99.86146415918154,0.0,9.040183835964683,95.31634586600849,0
139,NORMAL,10.396878589379101,24.73871748684247,100.0,0.0,8.313370852051653,88.46824300814603,0
140,PRE_DROUGHT,1.054721551089517,23.0221128495957,97.36965236425887,0.0,7.747788252532817,81.96834833276453,0
141,PRE_DROUGHT,1.3901344236676205,27.717278473391715,94.32330425134742,0.0,7.312592926482722,75.8259306195275,0
142,DROUGHT_EXTREME,0.424684818185371,36.50092282009982,88.90570608719662,0.0,6.469574259397716,70.02782995568197,0
143,PRE_DROUGHT,2.00516624117508,30.193711683319197,86.07831573536141,0.0,6.036986426782571,64.57008387630647,0
144,PRE_DROUGHT,0.3948058511668555,29.048143248297524,81.82401576082856,0.0,5.89361898243472,59.46391463940574,0
145,PRE_DROUGHT,2.767938166303771,33.34474440004868,79.25522265337605,0.0,5.496471625413533,54.69756471974146,0
146,PRE_DROUGHT,1.8292393000916936,18.360312136800502,78.14600467610212,0.0,5.232623833633495,50.25480623556237,0
147,DROUGHT_EXTREME,0.8373501354061084,35.57198241315329,73.29034854697983,0.0,4.894394872707178,46.12290116140488,0
148,DROUGHT_EXTREME,0.19367806345169053,33.17724184154965,68.17436885560468,0.0,4.688869142344603,42.288301482611345,0
149,DROUGHT_EXTREME,0.6643762052867168,29.880431237900808,64.05675521937134,0.0,4.778660570465535,38.743253235258294,0
150,PRE_DROUGHT,0.515817903260409,25.917646348578355,60.424758893781735,0.0,4.903442969436094,35.475893590425954,0
151,DROUGHT_EXTREME,0.216200314964671,34.577052014504055,55.10727451360493,0.0,4.750137058436741,32.464257662261225,0
152,DROUGHT_EXTREME,0.007194308955508721,28.816923584488823,50.5026659743492,0.0,4.933298580691934,29.692362391683005,0
153,DROUGHT_EXTREME,1.03643162093048,23.572013413075958,47.76664514694501,0.0,5.127863251152816,27.14824936026066,0
154,NORMAL,3.281172171276505,20.72879669380282,47.7303594917346,0.0,5.355745200218138,24.815601006192175,0
155,NORMAL,4.1358204243649235,27.1414604094472,47.52238334861745,0.0,5.616447181341051,22.679054947418955,0
156,NORMAL,4.965209335234493,23.678042735290774,48.69804195439438,0.0,5.927871016474475,20.72411456708154,0
157,NORMAL,10.192475700057352,26.41340888019979,54.66311963137218,0.0,6.296347154931142,18.93719282365175,0
158,NORMAL,5.948624289138654,21.8782418424627,57.11012320167057,0.0,6.710590378550999,17.305318022256273,0
159,PRE_DROUGHT,7.830134184188829,26.378922938202674,60.718213570575244,0.0,7.1743981089174955,15.816162888575517,0
160,PRE_DROUGHT,1.7248255239696217,27.24030463591097,58.08302689047858,0.0,7.692079549752598,14.458199022526646,0
161,NORMAL,12.6621270809154,20.51678314054208,67.46120613508306,0.0,8.26848878158565,13.220680752545254,0
162,NORMAL,29.846532547499503,23.988024513794482,93.46806800268277,0.0,8.909064483943908,12.093621640969166,0
163,NORMAL,12.969108214057592,21.187653736556246,100.0,0.0,9.619876264451444,11.067765599680532,0
164,NORMAL,9.440148519091494,30.543475038868138,100.0,0.0,10.030461975144009,10.132719008081715,0
165,NORMAL,24.401469046150336,26.761777500408378,100.0,0.0,10.871255837358996,9.280829685302752,0
166,NORMAL,3.888247799494265,28.6375565104948,99.30374814818803,0.0,11.801584258569722,8.50671472526336,0
167,NORMAL,1.4881997458033105,22.29273071562246,97.2230062631726,0.0,12.830326782891646,7.803658074604126,0
168,NORMAL,7.817702914681631,20.153024982037966,100.0,0.0,13.967300635666591,7.165498843575552,0
169,PRE_DROUGHT,1.376493616720312,31.13937614643254,96.39071396906515,0.0,14.613766627909035,6.5846572162899015,0
170,PRE_DROUGHT,1.1059829625445317,31.34323158525735,92.47811553659449,0.0,15.286325056750073,6.054264208243968,0
171,NORMAL,35.11444310547413,26.163109423786043,100.0,0.0,16.696192923871106,5.571803297252495,0
172,NORMAL,14.795631328565197,28.755175025695586,100.0,0.0,18.25258369620989,5.134916414483632,0
173,NORMAL,5.826915808030023,27.372405163536968,100.0,0.0,19.970331423583225,4.7396314257398044,0
174,NORMAL,5.708564750918582,25.9422316716094,100.0,0.0,21.865778647268424,4.382341002462993,0
175,NORMAL,16.11327463256243,22.519884859249316,100.0,0.0,23.956921214993496,4.059776506213659,0
176,NORMAL,0.5368878158263725,22.254531652462223,96.97189755094062,0.0,26.26356607566288,3.7689841429651287,0
177,NORMAL,17.779740712779677,21.90755883918654,100.0,0.0,28.807502822425263,3.507303473158733,0
178,NORMAL,17.10599115378337,22.268275348235655,100.0,0.0,31.612689697011383,3.272348376152292,0
179,NORMAL,6.983561331529616,24.95905962461411,100.0,0.0,34.705454665907546,3.0619905969909187,0
0,NORMAL,13.522240434424301,22.273980630623957,89.94058434901997,0.0,109.30141302623652,5.022736789241962,1
1,NORMAL,16.310126964155124,25.617194034840484,100.0,0.0,119.44522088975786,5.094344074712391,1
2,NORMAL,19.0221628466232,24.63452835553693,100.0,0.0,130.49085240567476,5.2213949464438,1
3,NORMAL,6.2364385742136665,25.079692447721623,100.0,0.0,142.4963457951752,5.412920075924142,1
4,NORMAL,12.7132251151424,23.938128808181926,100.0,0.0,155.5157566105953,5.681217523779019,1
5,NORMAL,4.471789116844489,26.098645577222342,100.0,0.0,169.5953744915858,6.042990569847882,1
6,DROUGHT_EXTREME,0.0011400518810584619,32.35057515377056,94.78115596401199,0.0,176.09182920413704,6.493638364145438,1
7,PRE_DROUGHT,0.11549734997890924,29.585170268986445,90.12134841695321,0.0,191.64524716905893,7.053098669761913,1
8,NORMAL,27.78765200410371,19.962128914848552,100.0,0.0,201.53588352494242,7.757119434427359,1
9,NORMAL,8.502101478660734,26.322921732803927,100.0,0.0,218.65720942646962,8.64363049650087,1
10,NORMAL,4.111283413458338,22.30724384031466,100.0,0.0,236.71081781432449,9.797078790851236,1
11,NORMAL,21.046317010482802,26.413869686172944,100.0,0.0,255.5315339681027,11.303066994933666,1
12,NORMAL,5.160501907450471,26.921745049196936,100.0,0.0,274.843625682067,13.279008103251671,1
13,NORMAL,10.695963013096941,21.41718545247601,100.0,0.0,294.2159400886312,15.884822706331448,1
14,NORMAL,2.4738222021756644,25.200954037284504,98.38235337714447,0.0,313.0050393083159,19.33476983043812,1
15,PRE_DROUGHT,0.6541212668450804,27.598773820772685,94.55156239038887,0.0,330.2906773055997,23.90690624652173,1
16,PRE_DROUGHT,4.757146879621283,28.099442328839807,94.73855062668616,0.0,344.81936587511575,29.94183908752965,1
17,DROUGHT_EXTREME,0.25057726739403907,32.428713279581906,89.7110773825534,0.0,338.5025928536376,37.52736315951595,1
18,DROUGHT_EXTREME,0.4777914727882343,36.35255364941157,84.27401680209837,0.0,318.7420381657756,46.29074291094131,1
19,DROUGHT_EXTREME,0.16141237526045063,43.8303980450582,77.31080076689753,0.0,290.66689133894073,55.64899664792438,1
20,DROUGHT_EXTREME,0.44405850963627136,31.884065699097604,72.57926762659817,0.0,271.4804374148991,65.27314418006318,1
21,DROUGHT_EXTREME,0.5676192557444346,18.19118176867308,70.19678939948568,0.0,248.84556211957684,74.92857316225556,1
22,DROUGHT_EXTREME,0.05047826384135334,39.750079047710614,63.80812196957394,0.0,214.3740304278573,83.69754243044139,1
23,PRE_DROUGHT,0.19505457581655525,29.734278561438774,59.194697918463646,0.0,198.43603702618813,91.38904540762928,1
24,PRE_DROUGHT,2.4260807501345107,25.91854785386716,57.43266562060665,0.0,181.04239984495575,98.2893812385264,1
25,DROUGHT_EXTREME,0.07044910160776062,37.259648314721716,51.48760638267273,0.0,150.57628381660135,103.56362248350862,1
26,PRE_DROUGHT,1.4654312964407772,33.11224721139731,47.61519077221867,0.0,127.35006359028088,106.77843927294282,1
27,PRE_DROUGHT,1.997922847955259,28.747440922844596,44.98423516508213,0.0,112.21368575912636,108.43818317137186,1
28,DROUGHT_EXTREME,0.7083515373086614,31.56704783353951,40.61352101073698,0.0,94.46312391882557,108.70061564316384,1
29,DROUGHT_EXTREME,0.2053929863178189,31.727941707660207,35.71846635991541,0.0,79.10593293668698,107.56000240831365,1
30,DROUGHT_EXTREME,0.23362685650094897,31.544073132300028,50.885078928578324,20.0,67.60760174823092,105.31299148116673,1
31,DROUGHT_EXTREME,2.3497900943879144,33.602976222370074,47.84021829431505,0.0,57.2037681789323,102.20730580806982,1
32,DROUGHT_EXTREME,0.020941743821389667,31.183964813416413,42.85745494563712,0.0,49.204714197852105,98.44413429953708,1
33,NORMAL,14.098832048141414,26.70507927965271,52.67296218268541,0.0,44.823135059182555,94.3170437307544,1
34,NORMAL,6.943321895186707,25.11074152169494,55.58956109713162,0.0,41.179058575524834,90.02819155683599,1
35,DROUGHT_EXTREME,0.3897380937845543,40.448096813139486,49.494278784430364,0.0,34.88933368711332,85.53615507168517,1
36,DROUGHT_EXTREME,0.02141048235453933,29.20523841833124,44.83469950938319,0.0,32.30074936156793,80.92724334403702,1
37,PRE_DROUGHT,0.5601191503407889,31.62446339698849,40.32673256527878,0.0,28.86799936316441,76.32505571495301,1
38,PRE_DROUGHT,1.2615664966777922,28.54884586281241,37.013890539393095,0.0,26.801976750142597,71.77182467170155,1
39,DROUGHT_EXTREME,3.8942988064750823,30.732018995983438,55.98447687564191,20.0,24.804429832392422,67.32862589190337,1
40,PRE_DROUGHT,0.6332671566851467,31.3224387554654,51.599938349578274,0.0,23.067218318776522,63.01726847515687,1
41,PRE_DROUGHT,3.690891611866778,27.134672967994753,50.944274915163,0.0,22.56310895851447,58.88670721550305,1
42,NORMAL,3.598470305193019,19.15771064871531,51.474053456459465,0.0,21.400722744509796,54.951905891068755,1
43,NORMAL,18.743475771330868,26.988922224648995,65.89468101231287,0.0,21.265310774932914,51.21992640563593,1
44,NORMAL,7.119328085542326,24.02715163687663,69.16557727718218,0.0,21.284304218117327,47.711752622194446,1
45,NORMAL,11.95513959180495,25.874454700118,76.97639835884573,0.0,21.448551154622386,44.423812646282315,1
46,NORMAL,15.972994581685002,21.381064233661135,89.5247539203453,0.0,21.75191989973983,41.350625093127576,1
47,PRE_DROUGHT,7.067586426746995,30.19005274981302,91.75667837424876,0.0,21.438056056488353,38.47192101105229,1
48,PRE_DROUGHT,4.574350846065847,21.799509658364475,92.8393689620958,0.0,21.99312202470704,35.78199125937773,1
49,PRE_DROUGHT,0.42626761590859324,28.126274273985022,88.76048401750914,0.0,22.67969855193148,33.28586264831802,1
50,DROUGHT_EXTREME,0.6262839406692298,35.41244141704126,83.71435218348115,0.0,21.92814868478705,30.951315968291777,1
51,DROUGHT_EXTREME,0.1987753334419659,31.353879866762497,78.89100647792462,0.0,21.880583725855143,28.759655596479707,1
52,DROUGHT_EXTREME,0.01608651138664422,25.452754328721166,74.83019692773874,0.0,22.872100804605694,26.726203788580982,1
53,PRE_DROUGHT,0.6673865230358912,25.098092502896648,71.47729628149733,0.0,24.001815217455846,24.853975917708887,1
54,PRE_DROUGHT,2.4161673161963106,19.06399356393605,70.83956406385724,0.0,24.299476573669896,23.12233264238026,1
55,DROUGHT_EXTREME,0.18922522415429233,43.03606093109815,64.13465350900049,0.0,23.47237052192411,21.500396938795987,1
56,PRE_DROUGHT,2.823351180466679,30.428790152407405,62.083684378386046,0.0,23.999069555617545,19.984618876128998,1
57,PRE_DROUGHT,4.0316183304583335,26.637011624324494,61.84826674099465,0.0,25.513663609388466,18.58969917319117,1
58,NORMAL,17.159074302386973,32.54931074611441,73.79280770668257,0.0,25.86471217613902,17.304340015914008,1
59,PRE_DROUGHT,0.37194263904254765,23.644785263215624,70.37669217908821,0.0,27.638364211458537,16.121305736530374,1
60,NORMAL,9.277958090493838,23.48377387633028,75.89205402460557,0.0,29.599888403068917,15.043843095673285,1
61,NORMAL,9.27642442444485,24.687465910352085,81.21263793350688,0.0,31.765201292824898,14.064461546402887,1
62,PRE_DROUGHT,3.7122799116247918,32.389196219126404,79.73441565537054,0.0,32.51585795948702,13.165934623349031,1
63,PRE_DROUGHT,6.84475637577088,30.112518128729203,81.75333605564654,0.0,33.849882410258004,12.335856942383852,1
64,NORMAL,16.230169397401887,25.21597500617565,93.94212098974977,0.0,36.51348715839655,11.579321549180841,1
